crosswalk_id,source_year,geography,source_table,source_section,source_parent_label,source_label,source_universe,source_unit,source_concept,standard_variable,comparability_group,comparability_status,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,rationale,crosswalk_review_status,source_file,notes
BC-2010-236,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America > Entered 1990 to 1999,Estimate!!Total!!Latin America!!South America!!Entered 1990 to 1999!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_1990_to_1999_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_075E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=895; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-237,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America,Estimate!!Total!!Latin America!!South America!!Entered 1980 to 1989,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_1980_to_1989,country_of_birth_by_year_of_entry,unknown,entry_bins_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_076E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=834; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-238,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America > Entered 1980 to 1989,Estimate!!Total!!Latin America!!South America!!Entered 1980 to 1989!!Naturalized U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_1980_to_1989_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_077E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=777; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-239,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America > Entered 1980 to 1989,Estimate!!Total!!Latin America!!South America!!Entered 1980 to 1989!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_1980_to_1989_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_078E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=387; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-240,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America,Estimate!!Total!!Latin America!!South America!!Entered before 1980,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_before_1980,country_of_birth_by_year_of_entry,unknown,entry_bins_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_079E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=715; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-241,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America > Entered before 1980,Estimate!!Total!!Latin America!!South America!!Entered before 1980!!Naturalized U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_before_1980_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_080E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=699; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-242,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Latin America > South America > Entered before 1980,Estimate!!Total!!Latin America!!South America!!Entered before 1980!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_south_america_entered_before_1980_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_081E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=237; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-243,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,,Estimate!!Total!!Other areas,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_country_of_birth_other_areas,country_of_birth,unknown,same_place_concept_hierarchy_review_acs_methodology_break,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_082E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=867; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-244,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas,Estimate!!Total!!Other areas!!Entered 2000 or later,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_2000_or_later,country_of_birth_by_year_of_entry,unknown,entry_bins_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_083E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=525; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-245,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered 2000 or later,Estimate!!Total!!Other areas!!Entered 2000 or later!!Naturalized U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_2000_or_later_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_084E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=151; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-246,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered 2000 or later,Estimate!!Total!!Other areas!!Entered 2000 or later!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_2000_or_later_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_085E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=484; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-247,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas,Estimate!!Total!!Other areas!!Entered 1990 to 1999,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_1990_to_1999,country_of_birth_by_year_of_entry,unknown,entry_bins_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_086E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=369; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-248,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered 1990 to 1999,Estimate!!Total!!Other areas!!Entered 1990 to 1999!!Naturalized U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_1990_to_1999_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_087E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=258; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-249,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered 1990 to 1999,Estimate!!Total!!Other areas!!Entered 1990 to 1999!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_1990_to_1999_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_088E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=277; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-250,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas,Estimate!!Total!!Other areas!!Entered 1980 to 1989,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_1980_to_1989,country_of_birth_by_year_of_entry,unknown,entry_bins_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_089E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=332; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-251,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered 1980 to 1989,Estimate!!Total!!Other areas!!Entered 1980 to 1989!!Naturalized U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_1980_to_1989_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_090E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=293; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-252,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered 1980 to 1989,Estimate!!Total!!Other areas!!Entered 1980 to 1989!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_1980_to_1989_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_091E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=172; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-253,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas,Estimate!!Total!!Other areas!!Entered before 1980,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_before_1980,country_of_birth_by_year_of_entry,unknown,entry_bins_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_092E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=383; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-254,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered before 1980,Estimate!!Total!!Other areas!!Entered before 1980!!Naturalized U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_before_1980_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_093E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=362; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2010-255,2010,Bergen County,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,Place of birth by year of entry and citizenship,Other areas > Entered before 1980,Estimate!!Total!!Other areas!!Entered before 1980!!Not a U.S. citizen,Foreign-born population,persons,"ACS foreign-born population by place of birth, year of entry, and citizenship status",foreign_born_other_areas_entered_before_1980_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,entry_bins_citizenship_labels_and_acs_methodology_differ,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,bergen_county_2010_acs_B05006_B05007.csv,2010 variable_id=B05007_094E; source_period=2006-2010; measurement_type=survey estimate; margin_of_error=127; source_url=https://api.census.gov/data/2010/acs/acs5/groups/B05007.html
BC-2020-001,2020,Bergen County,B05012: NATIVITY IN THE UNITED STATES,Nativity status,,Estimate!!Total:!!Foreign-Born,Total population,persons,ACS population by nativity,foreign_born_population,foreign_born_population,unknown,direct_core_measure_with_acs_period_methodology_break,yes,2010,Place of birth of foreign-born persons,Estimate!!Total,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05012_003E; source_period=2016-2020; margin_of_error=3614; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05012.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-002,2020,Bergen County,B05001: NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES,Nativity and citizenship,,Estimate!!Total:!!U.S. citizen by naturalization,Total population,persons,ACS population by citizenship status,foreign_born_naturalized_citizen,citizenship_foreign_born,unknown,direct_concept_match_with_acs_period_methodology_break,no,1990,Nativity and citizenship,Naturalized citizen,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05001_005E; source_period=2016-2020; margin_of_error=3517; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05001.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-003,2020,Bergen County,B05001: NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES,Nativity and citizenship,,Estimate!!Total:!!Not a U.S. citizen,Total population,persons,ACS population by citizenship status,foreign_born_not_citizen,citizenship_foreign_born,unknown,direct_concept_match_with_acs_period_methodology_break,no,1990,Nativity and citizenship,Not a citizen,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05001_006E; source_period=2016-2020; margin_of_error=3155; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05001.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-004,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,,Estimate!!Total:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_population,foreign_born_population,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_001E; source_period=2016-2020; margin_of_error=3614; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-005,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,,Estimate!!Total:!!Europe:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_europe,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Europe,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_002E; source_period=2016-2020; margin_of_error=2511; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-006,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Europe,Estimate!!Total:!!Europe:!!Northern Europe:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_europe_northern_europe,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Europe!!Northern Europe,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_003E; source_period=2016-2020; margin_of_error=797; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-007,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Denmark,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_europe_northern_europe_denmark,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Europe!!Northern Europe!!Denmark,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_004E; source_period=2016-2020; margin_of_error=102; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-008,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Ireland,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_ireland,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Europe!!Northern Europe!!Ireland,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_005E; source_period=2016-2020; margin_of_error=647; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-009,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Norway,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_europe_northern_europe_norway,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Europe!!Northern Europe!!Norway,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_006E; source_period=2016-2020; margin_of_error=76; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
