year,geography,state,section,parent_label,standard_variable,source_label,value,source_symbol,unit,value_type,formula,universe,publication,table,table_number,table_title,source_family,table_id,variable_id,variable_path,official_source_url,page,source_file,source_column,definition,comparability_group,comparability_status,extraction_method,verification_status,crosswalk_id,source_concept,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,crosswalk_rationale,crosswalk_review_status,notes
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_dominican_republic,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominican Republic,11216.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_129E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominican Republic,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_129E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-129,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Dominican Republic,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=1251; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_americas_latin_america_caribbean_grenada,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Grenada,108.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_130E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Grenada,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_130E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-130,ACS foreign-born population by place of birth,new_or_reclassified_category_acs_methodology_break,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=91; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_haiti,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Haiti,888.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_131E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Haiti,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_131E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-131,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Haiti,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=258; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_jamaica,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Jamaica,4063.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_132E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Jamaica,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_132E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-132,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Jamaica,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=724; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_americas_latin_america_caribbean_st_vincent_and_the_grenadines,Estimate!!Total!!Americas!!Latin America!!Caribbean!!St. Vincent and the Grenadines,123.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_133E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!St. Vincent and the Grenadines,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_133E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-133,ACS foreign-born population by place of birth,new_or_reclassified_category_acs_methodology_break,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=98; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_trinidad_and_tobago,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago,1086.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_134E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_134E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-134,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Trinidad and Tobago,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=307; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_americas_latin_america_caribbean_west_indies,Estimate!!Total!!Americas!!Latin America!!Caribbean!!West Indies,152.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_135E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!West Indies,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_135E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-135,ACS foreign-born population by place of birth,new_or_reclassified_category_acs_methodology_break,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=134; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,foreign_born_country_of_birth_americas_latin_america_caribbean_other_caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Other Caribbean,285.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_136E,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Other Caribbean,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_136E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-136,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Other Caribbean,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=168; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America,foreign_born_region_of_birth_central_america,Estimate!!Total!!Americas!!Latin America!!Central America,16539.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_137E,Estimate!!Total!!Americas!!Latin America!!Central America,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_137E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-137,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Central America,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=1666; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_mexico,Estimate!!Total!!Americas!!Latin America!!Central America!!Mexico,4413.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_138E,Estimate!!Total!!Americas!!Latin America!!Central America!!Mexico,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_138E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-138,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Mexico,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=868; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_americas_latin_america_central_america_belize,Estimate!!Total!!Americas!!Latin America!!Central America!!Belize,142.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_139E,Estimate!!Total!!Americas!!Latin America!!Central America!!Belize,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_139E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-139,ACS foreign-born population by place of birth,new_or_reclassified_category_acs_methodology_break,no,,,,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=137; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_costa_rica,Estimate!!Total!!Americas!!Latin America!!Central America!!Costa Rica,1517.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_140E,Estimate!!Total!!Americas!!Latin America!!Central America!!Costa Rica,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_140E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-140,ACS foreign-born population by place of birth,same_leaf_label_hierarchy_review_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Costa Rica,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=544; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_el_salvador,Estimate!!Total!!Americas!!Latin America!!Central America!!El Salvador,4402.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_141E,Estimate!!Total!!Americas!!Latin America!!Central America!!El Salvador,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_141E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-141,ACS foreign-born population by place of birth,same_leaf_label_hierarchy_review_acs_methodology_break,no,2000,Place of birth of foreign-born persons,El Salvador,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=1029; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_guatemala,Estimate!!Total!!Americas!!Latin America!!Central America!!Guatemala,4241.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_142E,Estimate!!Total!!Americas!!Latin America!!Central America!!Guatemala,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_142E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-142,ACS foreign-born population by place of birth,same_leaf_label_hierarchy_review_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Guatemala,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=972; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_honduras,Estimate!!Total!!Americas!!Latin America!!Central America!!Honduras,1290.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_143E,Estimate!!Total!!Americas!!Latin America!!Central America!!Honduras,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_143E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-143,ACS foreign-born population by place of birth,same_leaf_label_hierarchy_review_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Honduras,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=370; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_nicaragua,Estimate!!Total!!Americas!!Latin America!!Central America!!Nicaragua,341.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_144E,Estimate!!Total!!Americas!!Latin America!!Central America!!Nicaragua,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_144E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-144,ACS foreign-born population by place of birth,same_leaf_label_hierarchy_review_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Nicaragua,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=149; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_panama,Estimate!!Total!!Americas!!Latin America!!Central America!!Panama,193.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_145E,Estimate!!Total!!Americas!!Latin America!!Central America!!Panama,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_145E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-145,ACS foreign-born population by place of birth,same_leaf_label_hierarchy_review_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Panama,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=101; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > Central America,foreign_born_country_of_birth_americas_latin_america_central_america_other_central_america_other_central_america,Estimate!!Total!!Americas!!Latin America!!Central America!!Other Central America,0.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_146E,Estimate!!Total!!Americas!!Latin America!!Central America!!Other Central America,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_146E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-146,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Other Central America,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=123; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America,foreign_born_country_of_birth_americas_latin_america_south_america,Estimate!!Total!!Americas!!Latin America!!South America,34734.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_147E,Estimate!!Total!!Americas!!Latin America!!South America,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_147E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-147,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,South America,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=1894; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,Bergen County,New Jersey,Place of birth of foreign-born persons,Americas > Latin America > South America,foreign_born_country_of_birth_argentina,Estimate!!Total!!Americas!!Latin America!!South America!!Argentina,1549.0,,persons,survey estimate,,Foreign-born population excluding population born at sea,2006-2010 ACS 5-Year Detailed Tables,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,American Community Survey,B05006,B05006_148E,Estimate!!Total!!Americas!!Latin America!!South America!!Argentina,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,,bergen_county_2010_acs_B05006_B05007.csv,B05006_148E,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,country_of_birth,unknown,Census API,api_response_and_metadata_validated,BC-2010-148,ACS foreign-born population by place of birth,same_hierarchy_label_acs_methodology_break,no,2000,Place of birth of foreign-born persons,Argentina,"The standard variable records the closest concept and hierarchy. Historical comparability remains unknown because 2010 is a pooled 2006-2010 ACS survey estimate with published margins of error, while prior sources use different Census products and may use different categories or entry-period bins.",generated_from_2010_acs_source_and_schema_review,source_period=2006-2010; geoid=05000US34003; margin_of_error=460; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
