year,source_period,geography,asian_group,group_type,asian_subregion,hierarchy_level,population,margin_of_error,unit,measure_scope,historical_comparability,standard_variable,parent_label,source_label,table_id,variable_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2010,2006-2010,Bergen County,Vietnam,country_or_area,South Eastern Asia,2,850,392,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_vietnam,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Vietnam,B05006,B05006_076E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-076,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=392; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Yemen,country_or_area,Western Asia,2,57,91,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_yemen,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Yemen,B05006,B05006_086E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-086,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=91; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other Eastern Asia,residual_category,Eastern Asia,2,0,123,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_eastern_asia_other_eastern_asia,Asia > Eastern Asia,Estimate!!Total!!Asia!!Eastern Asia!!Other Eastern Asia,B05006,B05006_055E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-055,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=123; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other South Central Asia,residual_category,South Central Asia,2,82,84,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_other_south_central_asia,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Other South Central Asia,B05006,B05006_066E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-066,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=84; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other South Eastern Asia,residual_category,South Eastern Asia,2,11,19,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia_other_south_eastern_asia,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Other South Eastern Asia,B05006,B05006_077E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-077,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=19; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other Western Asia,residual_category,Western Asia,2,660,238,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_other_western_asia,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Other Western Asia,B05006,B05006_089E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-089,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=238; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,"China, excluding Hong Kong and Taiwan",country_component,Eastern Asia,3,6896,733,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_eastern_asia_china_china_excluding_hong_kong_and_taiwan,Asia > Eastern Asia > China,"Estimate!!Total!!Asia!!Eastern Asia!!China!!China, excluding Hong Kong and Taiwan",B05006,B05006_050E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-050,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=733; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Hong Kong,country_component,Eastern Asia,3,958,204,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_hong_kong,Asia > Eastern Asia > China,Estimate!!Total!!Asia!!Eastern Asia!!China!!Hong Kong,B05006,B05006_051E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-051,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=204; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Taiwan,country_component,Eastern Asia,3,2524,484,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_taiwan,Asia > Eastern Asia > China,Estimate!!Total!!Asia!!Eastern Asia!!China!!Taiwan,B05006,B05006_052E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-052,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=484; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2020,2016-2020,Bergen County,Asia,region_total,,0,122110,1983,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia,,Estimate!!Total:!!Asia:,B05006,B05006_047E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-047,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1983; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Eastern Asia,subregion_total,Eastern Asia,1,60757,1926,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_eastern_asia,Asia,Estimate!!Total:!!Asia:!!Eastern Asia:,B05006,B05006_048E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-048,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1926; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,South Central Asia,subregion_total,South Central Asia,1,26559,1691,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia,Asia,Estimate!!Total:!!Asia:!!South Central Asia:,B05006,B05006_056E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-056,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1691; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,South Eastern Asia,subregion_total,South Eastern Asia,1,19661,1818,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia,Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:,B05006,B05006_067E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-067,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1818; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Western Asia,subregion_total,Western Asia,1,14728,1292,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia,Asia,Estimate!!Total:!!Asia:!!Western Asia:,B05006,B05006_078E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-078,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1292; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,"Asia, n.e.c.",residual_category,,1,405,208,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_asia_n_e_c,Asia,"Estimate!!Total:!!Asia:!!Asia, n.e.c.",B05006,B05006_090E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-090,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=208; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Afghanistan,country_or_area,South Central Asia,2,414,201,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_afghanistan,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Afghanistan,B05006,B05006_057E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-057,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=201; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Armenia,country_or_area,Western Asia,2,523,174,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_armenia,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Armenia,B05006,B05006_079E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-079,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=174; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Bangladesh,country_or_area,South Central Asia,2,345,212,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_bangladesh,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Bangladesh,B05006,B05006_058E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-058,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=212; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Burma,country_or_area,South Eastern Asia,2,269,217,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia_burma,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Burma,B05006,B05006_068E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-068,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=217; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Cambodia,country_or_area,South Eastern Asia,2,78,62,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_cambodia,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Cambodia,B05006,B05006_069E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-069,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=62; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,China,country_or_area,Eastern Asia,2,14316,1199,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_china,Asia > Eastern Asia,Estimate!!Total:!!Asia:!!Eastern Asia:!!China:,B05006,B05006_049E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-049,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1199; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,India,country_or_area,South Central Asia,2,21073,1520,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_india,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!India,B05006,B05006_059E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-059,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1520; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Indonesia,country_or_area,South Eastern Asia,2,215,126,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_indonesia,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Indonesia,B05006,B05006_070E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-070,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=126; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Iran,country_or_area,South Central Asia,2,1251,317,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_iran,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Iran,B05006,B05006_060E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-060,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=317; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Iraq,country_or_area,Western Asia,2,431,198,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_iraq,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Iraq,B05006,B05006_080E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-080,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=198; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Israel,country_or_area,Western Asia,2,3440,502,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_israel,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Israel,B05006,B05006_081E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-081,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=502; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Japan,country_or_area,Eastern Asia,2,3908,628,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_japan,Asia > Eastern Asia,Estimate!!Total:!!Asia:!!Eastern Asia:!!Japan,B05006,B05006_053E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-053,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=628; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Jordan,country_or_area,Western Asia,2,867,322,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_jordan,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Jordan,B05006,B05006_082E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-082,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=322; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Kazakhstan,country_or_area,South Central Asia,2,101,97,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_kazakhstan,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Kazakhstan,B05006,B05006_061E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-061,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=97; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Korea,country_or_area,Eastern Asia,2,42533,1968,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_korea,Asia > Eastern Asia,Estimate!!Total:!!Asia:!!Eastern Asia:!!Korea,B05006,B05006_054E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-054,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1968; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Kuwait,country_or_area,Western Asia,2,407,228,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_kuwait,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Kuwait,B05006,B05006_083E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-083,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=228; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Laos,country_or_area,South Eastern Asia,2,14,23,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_laos,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Laos,B05006,B05006_071E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-071,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=23; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Lebanon,country_or_area,Western Asia,2,1278,356,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_lebanon,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Lebanon,B05006,B05006_084E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-084,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=356; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Malaysia,country_or_area,South Eastern Asia,2,497,246,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_malaysia,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Malaysia,B05006,B05006_072E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-072,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=246; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Nepal,country_or_area,South Central Asia,2,216,106,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_nepal,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Nepal,B05006,B05006_062E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-062,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=106; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Pakistan,country_or_area,South Central Asia,2,2448,530,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_pakistan,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Pakistan,B05006,B05006_063E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-063,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=530; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Philippines,country_or_area,South Eastern Asia,2,16890,1747,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_philippines,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Philippines,B05006,B05006_073E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-073,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1747; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Saudi Arabia,country_or_area,Western Asia,2,249,154,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_saudi_arabia,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Saudi Arabia,B05006,B05006_085E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-085,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=154; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Singapore,country_or_area,South Eastern Asia,2,218,125,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia_singapore,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Singapore,B05006,B05006_074E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-074,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=125; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
