year,source_period,geography,country_or_area,latin_american_subregion,population,margin_of_error,unit,measure_scope,value_status,coverage_status,standard_variable,parent_label,source_label,table_id,variable_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2020,2016-2020,Bergen County,Belize,Central America,62,48,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_central_america_belize,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Belize,B05006,B05006_145E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-137,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=48; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Costa Rica,Central America,1151,365,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_costa_rica,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Costa Rica,B05006,B05006_146E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-138,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=365; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,El Salvador,Central America,4898,812,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_el_salvador,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!El Salvador,B05006,B05006_147E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-139,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=812; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Guatemala,Central America,5450,1274,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_guatemala,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Guatemala,B05006,B05006_148E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-140,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=1274; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Honduras,Central America,2180,781,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_honduras,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Honduras,B05006,B05006_149E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-141,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=781; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Mexico,Central America,4918,813,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_mexico,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Mexico,B05006,B05006_150E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-142,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=813; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Nicaragua,Central America,349,217,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_nicaragua,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Nicaragua,B05006,B05006_151E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-143,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=217; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Panama,Central America,294,156,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_panama,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Panama,B05006,B05006_152E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-144,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=156; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Argentina,South America,2239,555,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_argentina,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Argentina,B05006,B05006_155E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-147,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=555; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Bolivia,South America,700,256,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_bolivia,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Bolivia,B05006,B05006_156E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-148,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=256; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Brazil,South America,3027,865,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_brazil,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Brazil,B05006,B05006_157E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-149,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=865; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Chile,South America,810,266,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_chile,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Chile,B05006,B05006_158E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-150,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=266; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Colombia,South America,15859,1442,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_colombia,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Colombia,B05006,B05006_159E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-151,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=1442; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Ecuador,South America,9750,1448,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_ecuador,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Ecuador,B05006,B05006_160E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-152,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=1448; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Guyana,South America,1733,508,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_guyana,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Guyana,B05006,B05006_161E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-153,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=508; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Peru,South America,5803,908,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_peru,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Peru,B05006,B05006_162E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-154,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=908; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Uruguay,South America,271,134,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_south_america_uruguay,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Uruguay,B05006,B05006_163E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-155,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=134; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Venezuela,South America,700,205,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_venezuela,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Venezuela,B05006,B05006_164E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-156,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=205; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
